Lot_ID,Wafer_ID,Etching_Temperature_C,Doping_Time_s,Chemical_Concentration_ppm,Pressure_Pa,Yield_Percentage,Defect_Count,Failure_Rate,Machine_Age_days,Task_Status,Operating_Hours,Vibration_magnitude
1474,143,213.04772568020422,121.21986289587063,60.56391784278217,42.356094705217025,89.70427055952744,14,0,955,Completed,3220.628744790933,3.09834056711734
1058,248,338.2439057491315,588.9500236430944,108.67167452412338,45.508804859335164,98.49147807251019,5,0,17,Delayed,3230.932768123882,4.1100908513042915
1510,127,319.9035332385356,596.653597153899,62.3858606466345,148.14991103431737,93.70684675408154,5,0,526,In Progress,1676.4296979763294,3.4116464669054247
1681,263,318.7336750838882,398.9106892939509,64.94177769112707,56.947666929560825,95.64505343753615,11,0,685,Completed,3219.4528875120973,3.91955970023633
1475,40,252.45694861004262,265.7721018477007,127.21170977821139,108.90254411025646,91.60828436433195,11,0,509,Completed,2382.992952493698,1.4288198301236923
1699,255,307.887679763091,211.5244841610119,125.06920585755003,144.26247937359054,97.92717960094454,6,0,32,Completed,3268.3485993031213,3.0308547759781708
1975,143,185.8706718529104,238.24519784243938,134.2772759425472,124.7434605476068,82.9373858405072,9,0,243,Delayed,3665.9530957963048,2.1690400185553385
1782,240,264.64459151124873,125.05271325248593,60.573513650610565,93.66453327829137,88.99572066409293,12,0,266,Delayed,1921.8616134900112,2.0045124126511693
1189,228,346.76918456950915,337.55547924167945,69.81448810968178,33.6551734540425,91.94066468764967,2,0,946,Delayed,1482.465226341652,2.4107531617845295
1957,198,208.19168610359233,128.66213543220292,133.29614298586506,34.4913542549685,97.46950683152613,11,0,732,Completed,3417.5930860347385,4.421111443348897
1686,65,308.87046584953504,459.2371073879626,122.1087608697792,78.93923197957366,86.16020490924231,7,0,540,Completed,3772.0583566510963,4.482719172782396
1957,11,248.09568144161346,285.964727766427,130.595612782804,143.27222942239402,80.02255955531528,4,0,519,In Progress,4463.706518476188,4.047624815199011
1562,108,157.96113664441748,199.6823658735816,148.9745674907922,136.62911740509168,99.4882822208626,0,0,960,Delayed,1984.0065519676632,2.1914739656074196
1875,26,302.6038795631335,372.4267789180192,136.4431606155702,33.266887763618385,80.5195460826573,3,0,541,Delayed,1495.7592115795846,0.6098134528341785
1566,151,183.71382887842256,586.8796536215068,102.04632508497603,50.28076426847772,83.04733454479468,10,0,874,Completed,4893.840222498388,2.151918103273209
1243,221,276.29471342655006,447.5655245092091,81.07681847972574,92.43358417783654,88.4409265889657,3,0,820,Completed,1160.0493028232454,4.215047265568865
1831,237,167.13283880939457,345.8734250520801,106.96765865747011,76.84026891541508,89.9273962599572,13,0,585,In Progress,2664.7189237292773,0.941350150526965
1504,237,339.37347949919297,488.45714962725316,113.85865502344524,26.710793312711726,96.6893191485837,7,0,773,Completed,2973.5921688744784,3.5083495035461794
1130,219,208.34477743607218,468.73823594949437,83.5312141259621,61.70300617976472,88.95635899831328,12,0,812,Completed,3842.984766702837,4.364992428677912
1484,151,195.292938335479,545.8677305288968,127.09370374846785,143.6600114717415,90.94858273301722,9,0,574,Completed,4245.063666346572,2.6055228208374994
1818,123,175.82728081326687,202.33447379697373,59.27537926578867,143.20191146423036,83.9999974170424,8,0,128,In Progress,3230.455522544601,0.6902477991160847
1646,144,339.2004386678095,529.438788129366,127.93928506817099,88.31962334372281,91.38317398279801,2,0,520,In Progress,1115.4769606717405,2.7638218827624565
1020,189,292.380748488261,250.51304352084944,53.19985186819485,98.93658265481187,86.967674859709,14,0,817,In Progress,4992.59121421007,3.6165173711351244
1840,255,298.33217774361776,570.4994639125485,99.79660607214902,41.06687932025406,81.97464562551704,11,0,691,In Progress,3559.1492722385606,3.4541075025956176
1166,68,249.88091227604892,240.5325744733676,136.14364634832663,113.87338169888838,98.92925782697287,10,0,310,In Progress,4326.313400634249,2.8036648405147804
1273,104,244.9455570540967,563.4242715813381,58.64952740213975,17.34946619888339,81.63368570886776,9,0,490,Delayed,2658.2674146331583,3.212795917633295
1387,159,172.00424859829533,581.8953572320399,101.77389364941698,40.89550634295033,93.55757860763332,0,0,376,Completed,1208.9161300025885,1.7454168048304206
1600,90,261.96821911679837,172.74567872850713,65.93914389613164,10.82371627310117,98.16386305855613,10,0,783,In Progress,1330.7127793488157,1.4555220500291073
1315,256,199.3832990217581,587.2499416313915,139.48157500609352,63.99817622517764,83.58409308446087,12,0,2,In Progress,4084.376814049698,4.489056772066862
1013,220,345.4290665600812,142.86148421464114,133.23455270336302,129.03656781829284,84.74235332258043,12,0,937,In Progress,1850.1003169696787,1.7984191447801086
1241,9,309.3161880030295,209.28389330626098,143.39172432934876,147.55090679539575,88.53413530284823,10,0,513,In Progress,4425.296029458517,3.6159087385473505
1776,12,232.59841203857752,322.08439043640226,137.49823415300938,103.485836553278,85.89019936372195,7,0,443,Completed,2009.522210792667,1.3274058014361851
1345,244,180.26825173830662,596.7986828558551,123.65533098659907,114.28133595970054,95.1806627947441,8,0,455,Completed,2036.744835599567,2.4352323251709524
1564,182,307.0663382277568,344.2815255826897,68.48891955885028,46.78494095009161,86.7630675101314,3,0,605,Delayed,1391.4495528636285,1.137884254113702
1897,284,174.4107534162632,375.2047215892429,80.25026156689006,82.84657708843407,99.71671080837203,4,0,760,Completed,1561.8139360291589,1.8255646734003812
1339,99,187.8667506994141,447.21247476182424,99.68551583080074,113.12090583555107,97.17574465019939,3,0,657,In Progress,1508.7150409885614,1.3069765494848853
1091,197,192.3041035488455,584.1467791364757,108.88967815147237,79.61861563534907,97.90688267568687,3,0,828,In Progress,1168.7020114329753,4.801026224163517
1366,226,261.3781276546189,491.6757000621222,128.218339531321,22.396494895966427,81.27328570534945,10,0,58,In Progress,1947.2259212039257,0.5712727789065057
1955,103,307.41133079807327,212.07700221184928,72.69596281870609,113.72098704300329,83.52616918858168,12,0,514,In Progress,1089.9433811854426,2.064516530399633
1454,106,212.86297574493844,251.49546533217733,62.827739414696325,40.739014862465275,83.38736813837666,2,0,517,Completed,3814.0569912453584,3.3323518540696364
1427,58,166.93396285505787,148.8141198042622,98.26101705936361,23.677673931271812,93.43929296351288,9,0,626,Completed,3465.050757157767,4.452420150030359
1508,78,242.90769270488386,422.2261820823699,65.78414108729206,76.92811283555348,80.23822748350335,3,0,621,Delayed,1688.7439385426665,4.98417596293525
1775,75,299.6220482319871,190.3701532696108,119.37368023295723,20.44527089194584,96.12852399952004,8,0,780,Completed,4448.645744729144,3.2393485598411624
1942,42,194.33276861747765,228.70244423968285,107.56308900917173,98.12211337743153,90.94092036850708,6,0,526,In Progress,2142.6825686424227,4.631466668660337
1034,181,193.98490960787484,544.0568275901885,124.11077970188848,99.66625504385433,91.32626063174787,5,0,597,In Progress,3142.7100654634673,4.76830545047654
1205,33,339.4454054693422,263.3778376660076,56.34365596551084,45.93827623862129,90.74672844482023,11,0,82,Completed,4244.088889191202,2.916303637418288
1080,71,340.83074542383554,383.3233591770835,146.46975604442036,145.0348190530631,90.70691779446544,8,1,241,Delayed,2476.683493249603,1.0213746868483926
1931,56,348.09314641231526,298.7830043945885,50.0005536675738,125.4232221445086,83.957721492671,10,0,939,Delayed,2004.1661686877655,2.7582645572980344
1561,105,311.531920314956,137.0156437029568,82.54424150135347,25.34217410596185,85.66359443638063,12,0,903,Completed,4442.685195065165,2.677993866712657
1871,200,187.6368338335891,281.4319149483525,117.96347933662398,114.7916978274733,89.75234915666951,11,0,205,Completed,1296.2298973581615,2.96617263504987
1387,101,192.39630415985226,304.0341015179654,54.514207386211886,59.43045626537682,93.55688995044892,1,0,598,Completed,3601.7497802373773,2.0865792248576094
1001,256,218.0450483044784,547.8505509557591,58.334958135760694,115.04039303085425,85.43907520036869,3,0,24,In Progress,4354.648898497571,3.5086575664427695
1389,74,213.6265062666982,262.2253268231698,57.66814372282203,122.11127092936525,96.12269849995013,8,0,160,Completed,3840.7319240976453,2.591686726726234
1565,171,341.3055498156018,289.62055988103396,108.15097267209794,31.192927848464628,96.21186335562058,7,0,192,Completed,2496.9826338051525,3.0704249150302743
1105,143,307.8147965763387,491.44838433616724,139.59253150385382,102.65787787730636,85.47758814312031,14,0,832,Delayed,4803.254799426185,1.8579140434024304
1771,166,294.80175843231075,479.478325605799,105.54369777122619,130.7821944685032,91.20129361108206,0,0,912,Delayed,1543.3928910559735,2.481219027617514
1821,261,187.19264481162637,499.1426383242454,110.35713522796716,55.27230736709427,86.97845709068125,8,0,116,In Progress,3846.11961732906,3.710143867432527
1476,221,331.9051118724659,576.8853700380021,84.60016512079895,21.24596258533501,83.81371470874733,12,0,465,Delayed,3872.3234326968973,0.9829668931614761
1702,83,315.5740759012348,497.7787491973921,51.87411586555323,13.817447191487826,96.11999911591697,9,0,563,Delayed,3449.3882244707534,4.105193943372519
1401,182,182.72836826558475,303.8041016089455,52.16147177512164,25.400134455542002,99.82962436613067,1,0,472,Completed,2942.4811952719106,2.404037737057532
1729,10,324.2340663921945,510.75425844904595,138.83099664809112,10.588828979621944,91.31438356384716,0,0,526,Delayed,4809.245541693641,4.888116991532826
1555,4,204.44950727409426,354.33731604496916,60.257243871964675,55.77243193499596,98.27893409719385,1,0,562,Delayed,2865.4121140126463,2.8906174419738577
1161,292,166.1739491664212,238.85701625928266,149.97893718125954,51.906002314742736,92.84337615089603,9,0,126,Delayed,2332.3807397559985,0.7556451707048124
1201,281,281.364461302842,251.4585340655062,66.44226115112781,25.447777476238542,91.31447403157313,10,0,317,Delayed,3059.660355892192,2.8002462257326672
1957,215,280.76093187686615,211.92119428169917,117.46344439551895,101.1565029343917,89.60289760094878,5,0,858,Delayed,4203.731999282296,2.881242596644865
1995,98,168.98640191312361,172.4964789098767,144.89554721809057,148.8668900975454,84.71429933386678,1,0,571,Delayed,1652.0569383623679,3.4986873653912895
1269,101,213.77036178731646,192.24520592682518,86.22892776420262,136.12969807824237,81.6851054256487,13,0,951,Delayed,2482.0168906008107,1.2408983644929459
1862,9,348.5628924511077,131.58902497690968,123.44331887479893,45.39908395478769,88.84671836033687,0,0,797,Delayed,3262.661621566774,2.645064900454295
1815,61,285.68533340174736,544.2254324661932,85.08566434423352,117.79742861601657,91.22619827097715,4,0,200,In Progress,4372.193581054007,2.2418434844921444
1270,146,296.0150333206658,565.5039048245617,80.49410567614453,141.16085685990268,90.18899308444848,13,0,88,Completed,2601.332302235428,4.628805723371289
1455,63,192.58345712086114,393.38519624694777,70.18040825754389,136.8909931863768,93.91141270818025,10,0,545,Delayed,3201.9387608878033,1.832294986216175
1461,121,165.75641420078287,520.2447783043425,132.09349068988644,133.83693298358037,83.84197567135081,1,0,615,Completed,1489.939678792266,0.581866231840935
1726,226,205.38033794818753,191.78555132657357,75.73870636091479,120.10307170486308,87.0840595782633,10,0,807,Delayed,1376.4516962637613,2.7377863571590835
1251,105,199.7796770386384,550.8369126134926,78.31581629058576,51.01880665554665,88.31134542580533,3,0,366,In Progress,1853.6287042261065,4.832574444845691
1701,260,196.90882014961062,353.18077981525414,149.89697421987773,21.698829269510913,83.73046611156624,10,0,522,Delayed,3742.554354009181,3.390961286806839
1295,255,188.55086437740792,133.58249630277754,82.73104354453199,78.29470939843374,98.12928427344255,13,0,206,In Progress,1848.4868721997836,3.203665820295608
1724,207,264.9511381310809,170.6563722470801,92.2774488832049,17.67075880988716,93.63022914825835,14,0,498,Delayed,4509.334362582664,4.245341611551151
1719,28,215.62069516836436,254.4882303934086,149.0055457774835,149.78631583490403,81.83724692684736,10,0,284,Delayed,4594.986740909695,1.1981724662180517
1748,170,314.0690030095061,121.77879017737573,86.93003454174263,60.16335562906338,94.25596079734379,10,0,733,Completed,2061.8600143251033,2.0917621056576454
1337,76,186.7894835694768,254.6466890087218,86.6152007235867,144.16758857444518,90.9557521204099,7,0,522,Delayed,1421.0577087001295,1.4374788521914188
1878,116,242.9254141737089,129.9652165594459,132.77144662138602,118.23693886612818,90.47880933586305,9,0,384,Delayed,2645.170860290108,2.2290587816131286
1052,69,152.731567285216,218.01380259641257,81.19303684876921,67.58073351671197,99.79571550214962,10,0,464,In Progress,4174.7860539298235,0.7529314636773087
1791,234,246.3364644910384,232.8348779282208,73.37861036424071,26.563597780245548,92.36401642351157,5,0,970,Completed,1431.3998754097152,2.3468371884889603
1921,1,161.16764417529487,597.184488183397,92.32102551753223,43.207032648260245,97.93456385992627,7,0,412,Delayed,1396.9613055177797,1.1656624191022993
1216,167,345.5447023745287,217.77333688183222,120.06408005761926,104.22624066091635,98.27097880212247,4,1,190,Completed,1978.9352573766782,3.2933212071818945
1763,218,308.11842573008255,219.59322446929016,54.32430249792654,126.19092847302574,82.028372634817,1,0,715,Completed,3770.7703911990184,2.6615092044011712
1187,273,248.0222953272911,443.3944841791925,87.39160272185669,147.12166885638447,80.1672451275914,0,0,733,Delayed,2497.3392880789756,3.504037436967435
1379,251,167.31747163587005,529.678739258226,84.62449019458404,28.50270576191863,88.70533818797455,11,0,570,Delayed,3946.8385952730127,2.4871492047322956
1492,174,268.48908815808284,293.5277063010433,74.48183472620326,31.832628353891046,95.38569962082045,7,1,491,Delayed,2619.1951250421002,3.318007376473556
1040,170,301.7527501403755,537.8090099703462,115.42873359043449,15.94152673662049,96.48391910661064,0,0,602,Delayed,1316.149334648173,0.9491176098285243
1156,246,188.14345060094905,270.07101037387855,78.99900804136773,46.451033570306414,95.74988093267802,9,0,291,Delayed,4994.247563149913,1.2423831355169943
1014,90,263.64166815749815,198.50793980750967,110.67315590080031,124.9494414335835,88.94575917028399,8,1,654,Completed,3724.222557631387,4.853092865975144
1812,49,312.8421796765736,264.8194121638618,100.4336841454627,37.75595994232707,94.99928237073048,3,0,712,In Progress,3525.0527745600325,4.280860837462968
1064,294,303.64955552926324,404.67818696399615,71.71898708258986,86.70106498530966,94.3755304905236,5,0,606,Completed,2974.1833441496647,3.015304030889113
1856,150,310.5984035734306,283.5715796560369,76.65660570421817,72.49700772084279,86.27638501929607,5,0,728,Delayed,1332.5418246069503,4.994168712376724
1838,132,325.86468497394395,436.4469019946444,67.0600053306564,55.61567392761904,83.37441120477757,2,1,59,Completed,4940.747504666112,0.6616758667650853
1520,59,337.53642043189404,218.4679397112412,55.66292148509579,96.56849788362497,92.42837434443992,0,0,270,In Progress,2863.069646872567,4.900313903132385
1343,199,231.1042310407072,450.4964469945744,111.91884631049116,80.32561050622738,93.5417278436417,5,0,33,Completed,1165.386245604468,0.7695841485821173
1128,215,263.75382050457546,273.71918162423333,117.27886939143343,56.86684428784149,91.35941381735816,9,0,701,Delayed,2373.0452896974884,3.391005094591981
1647,49,308.1319052091222,327.93418580096727,66.59999936086699,106.43912391680068,84.26359092982094,4,0,15,Delayed,1131.6542163051993,3.1255121260039975
1471,232,289.4279627891566,378.872570221448,111.53923846860732,49.19554674539558,85.53346640710912,3,0,918,Delayed,3027.117683273096,4.439019890353931
1062,247,349.10404565287575,443.1125015929968,148.2084740057578,100.04566757122733,94.1697254291868,8,0,288,In Progress,4016.3969808092033,3.127829851424556
1138,239,152.73553022092884,219.35684592436684,57.44020949378221,144.01442156781712,99.25244728074438,12,0,125,Delayed,4829.0114906786475,1.4936474663816317
1498,168,221.02664306315813,517.9727687054052,99.03708724988637,112.0532770854123,98.89671203111769,3,0,604,Delayed,4373.556780523268,1.4690775155889828
1592,48,206.2055852540405,460.9213748776199,123.30382136438539,68.57593834908593,90.39316292834586,0,0,479,Delayed,2084.610265276755,3.802463190277943
1391,51,202.4631700331069,217.04895951199973,54.60091978297269,114.6583049683535,97.73118949530937,9,0,31,Delayed,2388.1572242840593,4.254158168954358
1674,299,194.50595649977714,587.4872813014551,127.82734939976157,123.29385435202103,80.58902400610667,12,0,399,Completed,3078.976512026656,2.6874349583120143
1418,98,291.8247681630458,432.39849551522923,147.9511237092886,55.617665379716556,97.2230424319535,5,0,78,Delayed,3740.084650854777,4.12896647227953
1288,216,166.95189465506436,326.2134432333528,58.848786353275315,108.71851019216041,89.52301646869454,12,1,724,Completed,3945.4143079471555,1.2037578901622208
1378,177,298.3217667886677,178.76366277675817,132.22299054659254,70.81546745027806,95.63054669816636,6,0,539,In Progress,4398.25295118646,2.893553697992705
1772,80,288.6851684032547,366.61050115406573,87.85815445120943,124.59314744946163,80.11165819174863,0,0,141,Completed,1898.609362816746,2.6506423161303347
1489,185,200.16082650017927,182.3879434135591,64.41162024340117,51.35286332455051,97.37121568738007,8,0,889,Completed,1446.887774970539,4.231819003664782
1230,27,200.56675663303224,314.7458393489219,99.31932091963478,141.28635380342055,91.8995924476175,9,0,788,Completed,1710.2705065685436,4.6359635612394925
1040,195,275.77211706890046,304.3562613697594,57.15187357812157,90.47017121695629,84.80460796504431,1,0,215,Completed,4773.568932178986,1.0098182117948786
1027,214,302.43422109673554,459.9698221737301,102.21014081671842,59.46246395100013,86.94966108871,6,0,376,Completed,1529.459771544126,3.121967380236131
1134,114,325.29712261747306,196.1915906121249,51.93567880040496,68.71197761965509,84.01332173862463,10,0,610,Completed,2275.736085629459,2.3721296864060744
1200,242,320.42791277089515,510.9356774354229,122.86114416727301,58.69180586396455,88.48811515691766,7,0,997,In Progress,1783.0952828201894,2.646240958725362
1839,124,342.9765988327706,263.0661635080829,98.79696858115886,30.474487020001742,86.60012062561047,7,0,838,Delayed,1442.905786544523,4.2536786981451105
1779,76,266.27697906730225,321.99431348438753,95.89396609351806,19.58893556424569,90.69006354104023,0,0,158,In Progress,3107.039387407435,3.51889818332573
1929,196,331.7311122680719,486.1704877769213,69.61914937420836,55.04901731935654,96.29568883785855,9,0,21,Completed,2517.600183774007,2.786129645723972
1032,44,311.7026546520822,412.6961998567574,86.12631557947657,74.21666175094659,99.64550530361927,0,0,24,Completed,3906.4076147490914,3.0279039018761456
1047,186,328.93352486280276,254.01267590096867,68.18694324216663,60.65437152104266,85.02915281454344,9,0,557,Completed,2570.0121623160912,4.345119701624957
1502,246,152.32532025707332,293.10146227294047,123.53901005357393,11.948730513423708,82.13016525385645,3,1,41,In Progress,3222.4322515593444,4.26697528604372
1406,84,343.1805983731622,252.89340699480508,69.90252994330272,91.060874433347,87.9133449980523,1,0,899,Completed,4282.573389617955,2.0400376942861076
1573,207,244.70603256929564,397.3850836385786,111.67533270517151,30.2743071847317,82.87108552302095,9,0,544,In Progress,3109.9919148502167,1.0099307898818721
1727,151,309.63659791496855,266.31226660341986,77.96075010677521,39.54073899862624,96.68480404168709,11,0,506,Completed,2749.483704944379,1.2049552514964377
1804,156,175.44082386755616,462.8488473915704,115.69821959233272,26.904794799368066,90.02249759072728,3,0,611,Completed,1528.6044839727356,1.9509869228015433
1098,16,229.1882191627948,389.89357929186303,104.04549589213423,82.86058220399237,92.39924764817295,5,0,345,In Progress,3237.5303615729845,4.8444067146162215
1683,165,204.29213260419817,172.8533058737545,92.343863165272,23.322300937962815,83.01225108552788,2,0,949,In Progress,1396.413705002813,4.694666980577595
1871,145,208.3317541001874,255.1343093399412,117.30008334104714,45.89001488574779,94.99217631673133,9,0,924,In Progress,1419.5626442465748,4.555708558173314
1725,37,174.65112399017636,210.72372095507788,91.57220716082291,73.23922046679903,99.4716362386992,11,0,814,In Progress,2804.72914163782,3.0367027072513655
1986,45,311.1527665086014,295.15660627574266,132.13706025750326,33.47924392406197,89.64770502984528,2,0,581,Completed,3077.5993894070443,2.740555210546615
1546,206,151.84846291621562,357.99204310468156,122.95984582352659,72.47379063825662,99.24914609581288,10,0,466,Completed,3986.113042918471,1.6199214122399141
1960,62,212.5010913970405,353.38142864205497,104.06389945130812,57.982917600434874,80.6943218768272,0,0,497,Delayed,2826.1078825116597,3.5534354602714133
1738,19,184.882108643283,477.2618382816445,137.70606825859971,130.4836048317448,80.71445427628711,11,0,311,Completed,3485.6605851279087,4.463685918522113
1612,7,267.80778812166807,194.58593180085467,132.88618214680554,121.2864497679605,99.20025821518783,4,0,152,Completed,4679.257623464427,4.2831524150078275
1942,249,200.85048052290875,573.2364146487234,103.18393946204992,148.99964168517442,94.00531194862056,11,0,313,Completed,4760.061570047208,3.922826997919873
1461,117,201.79969090561994,271.42255344108435,56.84476937007975,84.04764261516264,83.7737945404801,14,0,201,Completed,2055.6445854881545,1.5980842773104058
1642,68,247.66762879906375,250.12442345806926,106.59963521992441,90.55559309805702,87.27749598185139,6,0,867,Completed,2824.545395684111,3.0917755484169747
1768,34,280.53780786818515,442.5892890901099,85.52569895602855,142.5304187362026,90.15506135856346,11,0,559,Delayed,3124.547995724127,1.5121699921260747
1004,194,174.26094091303273,502.7583143415313,104.01129428037342,65.94291005625259,94.05275471137489,10,0,818,In Progress,2787.8973858270874,4.117221433871432
1217,55,185.10229049309925,289.2358824068267,114.71304604975934,87.79557583114692,96.84053120350458,5,0,106,Completed,4853.537021549042,4.650228092842714
1502,266,199.43494891890353,473.42348744698853,114.48385748506396,63.071969401566314,81.65312809426389,11,0,201,Completed,2161.320963664998,4.7202915706590325
1766,42,344.7496428235921,541.8679780680274,117.35240435180015,86.420498825733,93.13148246977828,3,0,463,In Progress,3076.975887509948,4.640312923926843
1397,297,229.43049998858407,483.40183260347874,117.92686250450149,21.307300552455523,89.53422827275885,5,0,910,In Progress,1502.8914287833059,1.7821623011317627
1870,231,269.7980181262053,117.09824278541649,60.92814187135042,119.7311730681224,91.95244550886056,2,0,368,Delayed,3519.425621485757,1.4441256261241402
1794,10,198.3085625431956,513.684455683094,69.17123304572937,147.93919264006615,90.17063213222605,2,1,225,Delayed,2312.6780780815466,0.8710262901808312
1392,128,248.0919050314976,487.2404792271837,113.0541004542351,19.20365634153755,89.0138610101891,6,0,941,Delayed,4222.2148529173655,3.871510799223546
1206,179,164.82383487719162,434.645119076593,90.81723887310366,122.1455622324064,84.11025592359432,8,0,103,In Progress,1521.4937452818442,4.829391035919618
1014,193,156.9484291844654,480.01120954395174,126.28516453057635,43.84287206930472,89.44671824717958,0,0,821,Completed,4519.153926299414,1.0351825604472595
